[2025-09-22 17:06:49] [INFO    ] discord.client: logging in using static token
[2025-09-22 17:07:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 8, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQxOTgzNzU0MjEzOTY5NTE4ODptWXg3ZHZ2c1dqd0tlS0hPVU5CejJ5bGNvT1RaaTZVS2pyYmxOVVdVRDZDSHRURkdYOGNvSHVJQ1R1MHNmcGVxd25uS3ZLZGNSOE9xdWE0dUFhWEtQeWk4U1M1aDFIRDBIVzlZWVNudzhSa3VEVklJT3VlWTg3RTBlQW90Y2dRNw', 'member': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': ['1417244275782975588'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1419837542139695188', 'guild_locale': 'en-US', 'guild_id': '1410748812007571549', 'guild': {'locale': 'en-US', 'id': '1410748812007571549', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'dog', 'type': 3, 'name': 'item_name'}], 'name': 'add_item', 'id': '1419837390612336801', 'guild_id': '1410748812007571549'}, 'context': 0, 'channel_id': '1410748812670140469', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1410748812670140467', 'nsfw': False, 'name': 'general', 'last_message_id': '1419837515082502235', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1410748812007571549', 'flags': 0}, 'authorizing_integration_owners': {'0': '1410748812007571549'}, 'attachment_size_limit': 10485760, 'application_id': '1410806095118602370', 'app_permissions': '2248473465843265'}}
[2025-09-22 17:07:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:29] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-22 17:07:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'webhook_id': '1410806095118602370', 'type': 20, 'tts': False, 'timestamp': '2025-09-23T00:07:29.573000+00:00', 'position': 0, 'pinned': False, 'nonce': '1419837541107892224', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'id': '1419837542139695188', 'command_type': 1, 'authorizing_integration_owners': {'0': '1410748812007571549'}}, 'interaction': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'member': {'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1419837542139695188'}, 'id': '1419837543066636309', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'dog is already an item in inventory.', 'components': [], 'channel_type': 0, 'channel_id': '1410748812670140469', 'author': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'discriminator': '6726', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1410806095118602370', 'guild_id': '1410748812007571549'}}
[2025-09-22 17:07:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:29] [DEBUG   ] discord.client: Dispatching event message
[2025-09-22 17:07:29] [DEBUG   ] discord.webhook.async_: Webhook ID 1419837542139695188 with POST https://discord.com/api/v10/interactions/1419837542139695188/aW50ZXJhY3Rpb246MTQxOTgzNzU0MjEzOTY5NTE4ODptWXg3ZHZ2c1dqd0tlS0hPVU5CejJ5bGNvT1RaaTZVS2pyYmxOVVdVRDZDSHRURkdYOGNvSHVJQ1R1MHNmcGVxd25uS3ZLZGNSOE9xdWE0dUFhWEtQeWk4U1M1aDFIRDBIVzlZWVNudzhSa3VEVklJT3VlWTg3RTBlQW90Y2dRNw/callback has returned status code 200
[2025-09-22 17:07:29] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-09-22 17:07:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-09-22 17:07:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:07:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 10, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQxOTgzNzU1NDczOTUxNTUwNTpNaXAxdkh2bFY3VTU4dUM0UjM3QnJySjVFaVhzcEs3TGoyeXoybjZwMHZUb053cG1XSGR3ZmpyUjVGc0tvTUlzWkp6QWU0UmNSQWN5T2JzUk52S1FsN1ViNXZXVVJNY2luWFhQejBOUW5JMXlqTlVnbjBEcXhKa3Y1Vm9OTzVieg', 'member': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': ['1417244275782975588'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1419837554739515505', 'guild_locale': 'en-US', 'guild_id': '1410748812007571549', 'guild': {'locale': 'en-US', 'id': '1410748812007571549', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'show_inventory', 'id': '1419784456499236876', 'guild_id': '1410748812007571549'}, 'context': 0, 'channel_id': '1410748812670140469', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1410748812670140467', 'nsfw': False, 'name': 'general', 'last_message_id': '1419837543066636309', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1410748812007571549', 'flags': 0}, 'authorizing_integration_owners': {'0': '1410748812007571549'}, 'attachment_size_limit': 10485760, 'application_id': '1410806095118602370', 'app_permissions': '2248473465843265'}}
[2025-09-22 17:07:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:32] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-22 17:07:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'webhook_id': '1410806095118602370', 'type': 20, 'tts': False, 'timestamp': '2025-09-23T00:07:32.593000+00:00', 'position': 0, 'pinned': False, 'nonce': '1419837553682415616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'show_inventory', 'id': '1419837554739515505', 'command_type': 1, 'authorizing_integration_owners': {'0': '1410748812007571549'}}, 'interaction': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'show_inventory', 'member': {'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1419837554739515505'}, 'id': '1419837555733430372', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'dog - 0 left\ndog food - 0 left', 'components': [], 'channel_type': 0, 'channel_id': '1410748812670140469', 'author': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'discriminator': '6726', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1410806095118602370', 'guild_id': '1410748812007571549'}}
[2025-09-22 17:07:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:32] [DEBUG   ] discord.client: Dispatching event message
[2025-09-22 17:07:32] [DEBUG   ] discord.webhook.async_: Webhook ID 1419837554739515505 with POST https://discord.com/api/v10/interactions/1419837554739515505/aW50ZXJhY3Rpb246MTQxOTgzNzU1NDczOTUxNTUwNTpNaXAxdkh2bFY3VTU4dUM0UjM3QnJySjVFaVhzcEs3TGoyeXoybjZwMHZUb053cG1XSGR3ZmpyUjVGc0tvTUlzWkp6QWU0UmNSQWN5T2JzUk52S1FsN1ViNXZXVVJNY2luWFhQejBOUW5JMXlqTlVnbjBEcXhKa3Y1Vm9OTzVieg/callback has returned status code 200
[2025-09-22 17:07:32] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-09-22 17:07:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 12, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQxOTgzNzU3MDY5ODk3MzE4NDp4cmJEUWVkMXp2MTBpVUVzdG1rVFV5SG9DeWN0V3lmRGFJeGpaZ2hnQnlRWVdYR1RJOWRXaEtOeGpEbjhXMDQ1Q3lkbmFNNGI4aVJGaWJPVW1NSnhjd2tLZUo4ZmtZZkIzYVNWZng4eGVXRDRsMFJRcklYV09qclFUdE1NenN5NA', 'member': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': ['1417244275782975588'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1419837570698973184', 'guild_locale': 'en-US', 'guild_id': '1410748812007571549', 'guild': {'locale': 'en-US', 'id': '1410748812007571549', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'dog food', 'type': 3, 'name': 'item_name'}], 'name': 'add_item', 'id': '1419837390612336801', 'guild_id': '1410748812007571549'}, 'context': 0, 'channel_id': '1410748812670140469', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1410748812670140467', 'nsfw': False, 'name': 'general', 'last_message_id': '1419837555733430372', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1410748812007571549', 'flags': 0}, 'authorizing_integration_owners': {'0': '1410748812007571549'}, 'attachment_size_limit': 10485760, 'application_id': '1410806095118602370', 'app_permissions': '2248473465843265'}}
[2025-09-22 17:07:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:36] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-22 17:07:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'webhook_id': '1410806095118602370', 'type': 20, 'tts': False, 'timestamp': '2025-09-23T00:07:36.424000+00:00', 'position': 0, 'pinned': False, 'nonce': '1419837567267766272', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'id': '1419837570698973184', 'command_type': 1, 'authorizing_integration_owners': {'0': '1410748812007571549'}}, 'interaction': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'member': {'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1419837570698973184'}, 'id': '1419837571801940050', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'dog food is already an item in inventory.', 'components': [], 'channel_type': 0, 'channel_id': '1410748812670140469', 'author': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'discriminator': '6726', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1410806095118602370', 'guild_id': '1410748812007571549'}}
[2025-09-22 17:07:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:36] [DEBUG   ] discord.client: Dispatching event message
[2025-09-22 17:07:36] [DEBUG   ] discord.webhook.async_: Webhook ID 1419837570698973184 with POST https://discord.com/api/v10/interactions/1419837570698973184/aW50ZXJhY3Rpb246MTQxOTgzNzU3MDY5ODk3MzE4NDp4cmJEUWVkMXp2MTBpVUVzdG1rVFV5SG9DeWN0V3lmRGFJeGpaZ2hnQnlRWVdYR1RJOWRXaEtOeGpEbjhXMDQ1Q3lkbmFNNGI4aVJGaWJPVW1NSnhjd2tLZUo4ZmtZZkIzYVNWZng4eGVXRDRsMFJRcklYV09qclFUdE1NenN5NA/callback has returned status code 200
[2025-09-22 17:07:36] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-09-22 17:07:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 14, 'op': 0, 'd': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'guild_id': '1410748812007571549', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-09-22 17:07:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:51] [DEBUG   ] discord.client: Dispatching event member_update
[2025-09-22 17:07:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 15, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQxOTgzNzY1NTUzMjY5OTc2ODpVNWM0bDBYWWNVWjU2UDFTZUJsQ2Y3a2pwSVpwNjA0eWtWQ2dCOFZKVHpFRHdsMmE5dGJtMGltVHFqcFp6MGJSMmk5UTR5a25KZjJXQTVHS2VpR0trNDhiVWhDV3IxNk1sQXRhM0tjbEkzdjFzbkdqVUV1dkRTdUZ0UVRPc3dLVg', 'member': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1419837655532699768', 'guild_locale': 'en-US', 'guild_id': '1410748812007571549', 'guild': {'locale': 'en-US', 'id': '1410748812007571549', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'cat', 'type': 3, 'name': 'item_name'}], 'name': 'add_item', 'id': '1419837390612336801', 'guild_id': '1410748812007571549'}, 'context': 0, 'channel_id': '1410748812670140469', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1410748812670140467', 'nsfw': False, 'name': 'general', 'last_message_id': '1419837571801940050', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1410748812007571549', 'flags': 0}, 'authorizing_integration_owners': {'0': '1410748812007571549'}, 'attachment_size_limit': 10485760, 'application_id': '1410806095118602370', 'app_permissions': '2248473465843265'}}
[2025-09-22 17:07:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:56] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-22 17:07:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'webhook_id': '1410806095118602370', 'type': 20, 'tts': False, 'timestamp': '2025-09-23T00:07:56.667000+00:00', 'position': 0, 'pinned': False, 'nonce': '1419837654073081856', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'id': '1419837655532699768', 'command_type': 1, 'authorizing_integration_owners': {'0': '1410748812007571549'}}, 'interaction': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1419837655532699768'}, 'id': '1419837656707371141', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You do not have the proper roles (Owner, Manager) to add items into inventory!', 'components': [], 'channel_type': 0, 'channel_id': '1410748812670140469', 'author': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'discriminator': '6726', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1410806095118602370', 'guild_id': '1410748812007571549'}}
[2025-09-22 17:07:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:56] [DEBUG   ] discord.client: Dispatching event message
[2025-09-22 17:07:56] [DEBUG   ] discord.webhook.async_: Webhook ID 1419837655532699768 with POST https://discord.com/api/v10/interactions/1419837655532699768/aW50ZXJhY3Rpb246MTQxOTgzNzY1NTUzMjY5OTc2ODpVNWM0bDBYWWNVWjU2UDFTZUJsQ2Y3a2pwSVpwNjA0eWtWQ2dCOFZKVHpFRHdsMmE5dGJtMGltVHFqcFp6MGJSMmk5UTR5a25KZjJXQTVHS2VpR0trNDhiVWhDV3IxNk1sQXRhM0tjbEkzdjFzbkdqVUV1dkRTdUZ0UVRPc3dLVg/callback has returned status code 200
[2025-09-22 17:07:56] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-09-22 17:08:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 17, 'op': 0, 'd': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'guild_id': '1410748812007571549', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-09-22 17:08:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:08:00] [DEBUG   ] discord.client: Dispatching event member_update
[2025-09-22 17:08:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:08:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:08:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:08:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:09:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:09:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:10:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:10:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:10:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:10:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:11:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:11:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:12:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:12:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:13:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:13:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:13:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:13:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:14:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:14:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:15:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:15:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:15:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:15:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:16:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:16:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-22 17:17:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-22 17:17:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
